No,Kode,Nama Bahan Makanan,Karbohidrat (g),Protein (g),Lemak (g),Serat (g),% Karbo,% Protein,% Lemak,Waktu Makan,Kelompok Makanan,Mentah/Olahan
918,GP058,Cakalang asar (asap papua),"10,2","20,1","3,8",-,29.9,58.9,11.1,B/L/D,Ikan dsb,Olahan
919,GP059,"Dendeng belut, goreng","8,0","55,7","14,1",-,10.3,71.6,18.1,B/L/D,Ikan dsb,Olahan
920,GP060,"Dendeng mujahir, goreng","9,2","74,3","26,9",-,8.3,67.3,24.4,B/L/D,Ikan dsb,Olahan
921,GP061,Fillet o-fish,"19,3","12,3","15,9","0,2",40.6,25.9,33.5,B/L/D,Ikan dsb,Olahan
922,GP062,"Gete kuah asam, masakan","6,0","8,2","2,0",-,37.0,50.6,12.3,B/L/D,Ikan dsb,Olahan
923,GP063,"Gulai asam keueung, masakan","1,8","10,0","0,5",-,14.6,81.3,4.1,L/D,Ikan dsb,Olahan
924,GP064,"Gulai ikan paya, masakan","5,0","10,0","9,8",-,20.2,40.3,39.5,L/D,Ikan dsb,Olahan
925,GP065,"Gulai ikan, masakan","2,5","16,5","3,3",-,11.2,74.0,14.8,L/D,Ikan dsb,Olahan
926,GP066,"Gulai keumamah, masakan","3,2","5,9","8,2",-,18.5,34.1,47.4,L/D,Ikan dsb,Olahan
927,GP067,"Gulai tiram, masakan","7,8","9,0","7,2",-,32.5,37.5,30.0,L/D,Ikan dsb,Olahan
928,GP068,"Gurame asem manis, masakan","12,7","12,7","10,1",-,35.8,35.8,28.5,L/D,Ikan dsb,Olahan
929,GP069,"Ikan asar merah, masakan","5,6","17,7","5,9",-,19.2,60.6,20.2,L/D,Ikan dsb,Olahan
930,GP070,Jambal goreng,"2,3","48,5","9,2",-,3.8,80.8,15.3,B/L/D,Ikan dsb,Olahan
931,GP071,"Jukku pallu kaloa, masakan","8,8","15,2","4,3",-,31.1,53.7,15.2,B/L/D,Ikan dsb,Olahan
932,GP072,"Kaholeo, masakan","29,8","28,7","19,8",-,38.1,36.7,25.3,B/L/D,Ikan dsb,Olahan
933,GP073,"Lawara penjah, masakan","9,6","7,4","15,4",-,29.6,22.8,47.5,B/L/D,Ikan dsb,Olahan
934,GP074,"Model, masakan","8,6","2,2","4,0",-,58.1,14.9,27.0,B/L/D,Ikan dsb,Olahan
935,GP075,"Mujahir acar kuning, masakan","12,1","17,8","23,4","1,1",22.7,33.4,43.9,B/L/D,Ikan dsb,Olahan
936,GP076,"Parede baleh, masakan","5,5","10,5","2,5",-,29.7,56.8,13.5,L/D,Ikan dsb,Olahan
937,GP077,Pempek adaan,"27,8","4,9","3,0",-,77.9,13.7,8.4,B/L,Ikan dsb,Olahan
938,GP078,Pempek belida,"31,6","4,2","1,4","0,2",84.9,11.3,3.8,B/L,Ikan dsb,Olahan
939,GP079,Pempek kapal selam,"28,2","4,5","2,3",-,80.6,12.9,6.6,B/L,Ikan dsb,Olahan
940,GP080,Pempek kelesan,"26,6","12,3","6,1","0,4",59.1,27.3,13.6,B/L,Ikan dsb,Olahan
941,GP081,Pempek kulit,"39,1","5,2","7,3",-,75.8,10.1,14.1,B/L,Ikan dsb,Olahan
942,GP082,Pempek telur,"28,3","4,7","2,7",-,79.3,13.2,7.6,B/L/D,Ikan dsb,Olahan
943,GP083,Pempek tenggiri,"33,4","7,2","1,2","0,2",79.9,17.2,2.9,B/L,Ikan dsb,Olahan
944,GP084,"Pencok lele, masakan","3,5","7,8","36,3",-,7.4,16.4,76.3,L/D,Ikan dsb,Olahan
945,GP085,"Pinda, masakan","0,4","15,9","0,6",-,2.4,94.1,3.6,B/L/D,Ikan dsb,Olahan
946,GP086,"Pindang kenari, masakan",-,"9,5","9,6",-,0.0,49.7,50.3,L/D,Ikan dsb,Olahan
947,GP087,"Saboko gurita, masakan","2,6","15,7","1,5",-,13.1,79.3,7.6,B/L/D,Ikan dsb,Olahan
948,GP088,"Saboko saltan, masakan","3,0","17,1","3,6",-,12.7,72.2,15.2,B/L/D,Ikan dsb,Olahan
949,GP089,"Saboko sardin, masakan","4,9","12,9","4,3",-,22.2,58.4,19.5,B/L/D,Ikan dsb,Olahan
950,GP090,Sate Bandeng,"20,9","12,1","16,8","2,0",42.0,24.3,33.7,L/D,Ikan dsb,Olahan
951,GP091,"Sepi, masakan","10,6","7,9","1,6",-,52.7,39.3,8.0,B/L/D,Ikan dsb,Olahan
952,GP092,Tekwan,"9,4","1,9","0,9",-,77.0,15.6,7.4,B/L/D,Ikan dsb,Olahan
953,GP093,"Teri balado, masakan","17,5","23,7","22,3",-,27.6,37.3,35.1,B/L/D,Ikan dsb,Olahan
954,GP094,Tumis bandeng,"0,6","11,3","15,7",-,2.2,40.9,56.9,L/D,Ikan dsb,Olahan
955,GP095,Tumis keumamah,"15,5","14,5","20,0","4,5",31.0,29.0,40.0,L/D,Ikan dsb,Olahan
956,GR001,"Ikan bader, segar",-,"19,0","13,0",-,0.0,59.4,40.6,L/D,Ikan dsb,Tunggal
957,GR002,"Ikan balong, segar","1,5","16,5","3,9",-,6.8,75.3,17.8,L/D,Ikan dsb,Tunggal
958,GR003,"Ikan bambangan, segar","3,7","20,0","1,3",-,14.8,80.0,5.2,L/D,Ikan dsb,Tunggal
959,GR004,"Ikan bandeng, segar",-,"20,0","4,8",-,0.0,80.6,19.4,L/D,Ikan dsb,Tunggal
960,GR005,"Ikan banjar, segar","4,8","19,4","0,9",-,19.1,77.3,3.6,L/D,Ikan dsb,Tunggal
961,GR006,"Ikan baronang, segar","3,7","14,5","0,6",-,19.7,77.1,3.2,L/D,Ikan dsb,Tunggal
962,GR007,"Ikan batung, segar","4,2","14,5","4,6",-,18.0,62.2,19.7,L/D,Ikan dsb,Tunggal
963,GR008,"Ikan baung, segar","3,3","15,1","5,5",-,13.8,63.2,23.0,L/D,Ikan dsb,Tunggal
964,GR009,"Ikan bawal, segar",-,"19,0","1,7",-,0.0,91.8,8.2,L/D,Ikan dsb,Tunggal
965,GR010,"Ikan Belida, segar","2,2","14,7","1,4",-,12.0,80.3,7.7,L/D,Ikan dsb,Tunggal
966,GR011,"Belut, segar","1,0","14,6","0,8",-,6.1,89.0,4.9,B/L/D,Ikan dsb,Tunggal
967,GR012,"Belut,laut, segar","6,1","12,8","1,5",-,29.9,62.7,7.4,B/L/D,Ikan dsb,Tunggal
968,GR013,"Ikan beunteur, segar",-,"17,0","4,0",-,0.0,81.0,19.0,L/D,Ikan dsb,Tunggal
969,GR014,"Ikan biawan, segar","2,1","14,9","2,5",-,10.8,76.4,12.8,L/D,Ikan dsb,Tunggal
970,GR015,"Ikan bili, segar","6,2","14,2","0,7",-,29.4,67.3,3.3,L/D,Ikan dsb,Tunggal
971,GR016,"Ikan bubara, segar","4,9","14,7","2,4",-,22.3,66.8,10.9,L/D,Ikan dsb,Tunggal
972,GR017,"Ikan bulan-bulan, segar","5,0","25,5","1,3",-,15.7,80.2,4.1,L/D,Ikan dsb,Tunggal
973,GR018,"Ikan, cakalang, segar","5,5","19,6","0,7",-,21.3,76.0,2.7,L/D,Ikan dsb,Tunggal
974,GR019,"Ikan cakalang, hati, segar","10,0","11,3","3,9",-,39.7,44.8,15.5,L/D,Ikan dsb,Tunggal
975,GR020,"Ikan cakalang, jantung, segar","10,2","11,2","1,2",-,45.1,49.6,5.3,L/D,Ikan dsb,Tunggal
976,GR021,"Ikan cakalang, perut, segar","8,7","10,2","1,1",-,43.5,51.0,5.5,L/D,Ikan dsb,Tunggal
977,GR022,"Cumi-cumi, segar","0,1","16,1","0,7",-,0.6,95.3,4.1,L/D,Ikan dsb,Tunggal
978,GR023,"Ikan daun, segar","4,6","11,5","4,1",-,22.8,56.9,20.3,L/D,Ikan dsb,Tunggal
979,GR024,"Ikan ekor kuning, segar","2,1","22,3","1,2",-,8.2,87.1,4.7,L/D,Ikan dsb,Tunggal
980,GR025,"Ikan gabus, segar","2,6","16,2","0,5",-,13.5,83.9,2.6,L/D,Ikan dsb,Tunggal
981,GR026,"Ikan Heu, segar","6,6","10,0","1,6",-,36.3,54.9,8.8,L/D,Ikan dsb,Tunggal
982,GR027,"Ikan hitam, segar","6,7","10,3","3,7",-,32.4,49.8,17.9,L/D,Ikan dsb,Tunggal
983,GR028,"Ikan hiu, segar","2,2","10,7","0,3",-,16.7,81.1,2.3,L/D,Ikan dsb,Tunggal
984,GR029,"Ikan kacangan, segar","1,6","15,6","0,9",-,8.8,86.2,5.0,L/D,Ikan dsb,Tunggal
985,GR030,"Ikan kakap, segar",-,"20,0","0,7",-,0.0,96.6,3.4,L/D,Ikan dsb,Tunggal
986,GR031,"Ikan kakatua, segar","6,4","11,4","1,2",-,33.7,60.0,6.3,L/D,Ikan dsb,Tunggal
987,GR032,"Ikan kalaban, segar","1,3","16,4","0,7",-,7.1,89.1,3.8,L/D,Ikan dsb,Tunggal
988,GR033,"Ikan Kamera, segar",-,"19,7","0,8",-,0.0,96.1,3.9,L/D,Ikan dsb,Tunggal
989,GR034,"Ikan kapar, segar","0,8","17,0","6,7",-,3.3,69.4,27.3,L/D,Ikan dsb,Tunggal
990,GR035,"Ikan kawalinya, segar","5,4","12,6","4,2",-,24.3,56.8,18.9,L/D,Ikan dsb,Tunggal
991,GR036,"Ikan oci, kembung, segar","2,2","21,3","3,4",-,8.2,79.2,12.6,L/D,Ikan dsb,Tunggal
992,GR037,"Keong, segar","2,0","12,0","1,0",-,13.3,80.0,6.7,B/L/D,Ikan dsb,Tunggal
993,GR038,"Kepiting, segar","14,1","13,8","3,8",-,44.5,43.5,12.0,L/D,Ikan dsb,Tunggal
994,GR039,"Kerang, segar","3,9","14,4","2,6",-,18.7,68.9,12.4,L/D,Ikan dsb,Tunggal
995,GR040,"Ikan keru-keru, segar","0,8","16,5","2,1",-,4.1,85.1,10.8,L/D,Ikan dsb,Tunggal
996,GR041,"Ikan kima, segar","5,2","10,8","0,7",-,31.1,64.7,4.2,L/D,Ikan dsb,Tunggal
997,GR042,"Kodok, segar",-,"16,4","0,3",-,0.0,98.2,1.8,B/L/D,Ikan dsb,Tunggal
998,GR043,"Kura-kura, segar",-,"19,1","0,2",-,0.0,99.0,1.0,B/L/D,Ikan dsb,Tunggal
999,GR044,"Kuro, segar","1,0","16,0","2,2",-,5.2,83.3,11.5,B/L/D,Ikan dsb,Tunggal
1000,GR045,"Ikan lais, segar","2,4","11,9","11,5",-,9.3,46.1,44.6,L/D,Ikan dsb,Tunggal
1001,GR046,"Ikan layang, segar",-,"22,0","1,7",-,0.0,92.8,7.2,L/D,Ikan dsb,Tunggal
1002,GR047,"Ikan layur, segar","0,4","18,0","1,0",-,2.1,92.8,5.2,L/D,Ikan dsb,Tunggal
1003,GR048,"Ikan lehoma, segar",-,"20,4","0,9",-,0.0,95.8,4.2,L/D,Ikan dsb,Tunggal
1004,GR049,"Ikan lemuru, segar",-,"20,0","3,0",-,0.0,87.0,13.0,L/D,Ikan dsb,Tunggal
1005,GR050,"Ikan lidah, segar","2,0","15,6","3,2",-,9.6,75.0,15.4,L/D,Ikan dsb,Tunggal
1006,GR051,"Lokan, segar","5,1","11,0","1,7",-,28.7,61.8,9.6,B/L/D,Ikan dsb,Tunggal
1007,GR052,"Ikan malalugis, segar","0,9","20,6","1,4",-,3.9,90.0,6.1,L/D,Ikan dsb,Tunggal
1008,GR053,"Ikan mamar merah, segar","4,4","15,3","4,0",-,18.6,64.6,16.9,L/D,Ikan dsb,Tunggal
1009,GR054,"Ikan mas, segar",-,"16,0","2,0",-,0.0,88.9,11.1,L/D,Ikan dsb,Tunggal
1010,GR055,"Ikan mayong, segar","0,4","17,9","2,0",-,2.0,88.2,9.9,L/D,Ikan dsb,Tunggal
1011,GR056,"Ikan mujahir, segar",-,"18,7","1,0",-,0.0,94.9,5.1,L/D,Ikan dsb,Tunggal
1012,GR057,"Ikan nasu metti, segar","10,5","16,8","5,0",-,32.5,52.0,15.5,L/D,Ikan dsb,Tunggal
1013,GR058,"Ikan paling, segar",-,"14,0","27,0",-,0.0,34.1,65.9,L/D,Ikan dsb,Tunggal
1014,GR059,"Ikan papuyu/ betok, segar","4,6","14,3","4,9",-,19.3,60.1,20.6,L/D,Ikan dsb,Tunggal
1015,GR060,"Ikan Patin, segar","1,1","17,0","6,6",-,4.5,68.8,26.7,L/D,Ikan dsb,Tunggal
1016,GR061,"Ikan pomo, segar","2,6","22,5","5,2",-,8.6,74.3,17.2,L/D,Ikan dsb,Tunggal
1017,GR062,"Ikan Puntin, segar","2,2","14,4","1,1",-,12.4,81.4,6.2,L/D,Ikan dsb,Tunggal
1018,GR063,"Rajungan, segar","2,4","12,1","2,0",-,14.5,73.3,12.1,B/L/D,Ikan dsb,Tunggal
1019,GR064,"Rebon, udang kecil, segar","0,7","16,2","1,2",-,3.9,89.5,6.6,L/D,Ikan dsb,Tunggal
1020,GR065,"Ikan saluang, segar","3,4","13,9","4,9",-,15.3,62.6,22.1,L/D,Ikan dsb,Tunggal
1021,GR066,"Ikan sarden, segar","3,4","19,9","1,8",-,13.5,79.3,7.2,L/D,Ikan dsb,Tunggal
1022,GR067,"Ikan selar, segar",-,"18,8","2,2",-,0.0,89.5,10.5,L/D,Ikan dsb,Tunggal
1023,GR068,"Ikan sepat, segar","4,7","15,2","0,6",-,22.9,74.1,2.9,L/D,Ikan dsb,Tunggal
1024,GR069,"Ikan sidat, segar","3,8","11,4","1,9",-,22.2,66.7,11.1,L/D,Ikan dsb,Tunggal
1025,GR070,"Ikan sunu, segar","6,7","13,3","3,4",-,28.6,56.8,14.5,L/D,Ikan dsb,Tunggal
1026,GR071,"Ikan tahuman, segar","4,1","15,9","0,9",-,19.6,76.1,4.3,L/D,Ikan dsb,Tunggal
1027,GR072,"Ikan Sale, segar","4,9","40,2","39,3","2,0",5.8,47.6,46.6,L/D,Ikan dsb,Tunggal
1028,GR073,"Ikan tarmon, segar","2,0","19,5","1,1",-,8.8,86.3,4.9,L/D,Ikan dsb,Tunggal
1029,GR074,"Ikan telan, segar","6,5","15,8","0,7",-,28.3,68.7,3.0,L/D,Ikan dsb,Tunggal
1030,GR075,"Ikan tembang, segar",-,"16,0","15,0",-,0.0,51.6,48.4,L/D,Ikan dsb,Tunggal
1031,GR076,"Ikan tempahas, segar","1,0","15,1","4,1",-,5.0,74.8,20.3,L/D,Ikan dsb,Tunggal
1032,GR077,"Ikan terbang, segar","1,0","19,6","1,7",-,4.5,87.9,7.6,L/D,Ikan dsb,Tunggal
1033,GR078,"Ikan teri, segar","4,1","10,3","1,4",-,25.9,65.2,8.9,L/D,Ikan dsb,Tunggal
1034,GR079,"Ikan titang, segar","2,3","17,4","0,4",-,11.4,86.6,2.0,L/D,Ikan dsb,Tunggal
1035,GR080,"Ikan tongkol, segar","8,0","13,7","1,5",-,34.5,59.1,6.5,L/D,Ikan dsb,Tunggal
1036,GR081,"Ikan turi, segar","0,2","19,2","2,0",-,0.9,89.7,9.3,L/D,Ikan dsb,Tunggal
1037,GR082,"Udang, besar, segar","1,2","11,4","0,6",-,9.1,86.4,4.5,L/D,Ikan dsb,Tunggal
1038,GR083,"Udang galah, segar","3,0","16,5","0,3",-,15.2,83.3,1.5,L/D,Ikan dsb,Tunggal
1039,GR084,"Udang, segar","0,1","21,0","0,2",-,0.5,98.6,0.9,L/D,Ikan dsb,Tunggal
1040,HP001,"Telur ayam, dadar, masakan","1,4","16,3","19,4",-,3.8,43.9,52.3,L/D,Telur,Olahan
1041,HP002,"Telur bebek, asin, mentah","4,4","13,6","13,3",-,14.1,43.5,42.5,L/D,Telur,Olahan
1042,HP003,"Telur bebek, dadar, masakan",-,"20,0","23,7",-,0.0,45.8,54.2,L/D,Telur,Olahan
1043,HP004,"Ikan, telur, asin, mentah","9,4","20,7","26,4",-,16.6,36.6,46.7,L/D,Telur,Olahan
1044,HP005,"Bayau mi balu, masakan","44,8","6,0","12,2",-,71.1,9.5,19.4,B/L/D,Telur,Olahan
1045,HP006,"Cucuru bayau, masakan","38,3","6,8","18,7",-,60.0,10.7,29.3,B/L/D,Telur,Olahan
1046,HP007,"Kalio telur, masakan","9,7","10,6","12,4",-,29.7,32.4,37.9,L/D,Telur,Olahan
1047,HR001,"Telur ayam kampung, segar","1,2","10,8","14,0",-,4.6,41.5,53.8,L/D,Telur,Tunggal
1048,HR002,"Telur ayam ras, segar","0,7","12,4","10,8",-,2.9,51.9,45.2,L/D,Telur,Tunggal
1049,HR003,"Telur ayam ras, bagian kuning, segar","0,7","16,3","31,9",-,1.4,33.3,65.2,L/D,Telur,Tunggal
1050,HR004,"Telur ayam ras, bagian putih, segar","0,8","10,8",-,-,6.9,93.1,0.0,L/D,Telur,Tunggal
1051,HR005,"Telur bebek alabio, segar","3,0","11,8","14,2",-,10.3,40.7,49.0,L/D,Telur,Tunggal
1052,HR006,"Telur bebek, bagian kuning, segar","0,8","17,0","35,0",-,1.5,32.2,66.3,L/D,Telur,Tunggal
1053,HR007,"Telur bebek, bagian putih, segar","0,8","11,0",-,-,6.8,93.2,0.0,L/D,Telur,Tunggal
1054,HR008,"Telur bebek tambak, segar","7,9","10,9","12,4",-,25.3,34.9,39.7,L/D,Telur,Tunggal
1055,HR009,"Telur burung maleo, segar","0,4","26,5","36,3",-,0.6,41.9,57.4,B/L/D,Telur,Tunggal
1056,HR010,"Telur penyu, segar","2,7","8,6","10,1",-,12.6,40.2,47.2,B/L/D,Telur,Tunggal
1057,HR011,"Telur burung puyuh, segar","1,6","10,7","7,0",-,8.3,55.4,36.3,B/L/D,Telur,Tunggal
1058,JP001,Es krim,"20,6","4,0","12,5",-,55.5,10.8,33.7,B/L/D,Susu,Olahan
1059,JP002,Hangop,"3,5","10,0","1,0",-,24.1,69.0,6.9,B/L/D,Susu,Olahan
1060,JP003,Keju,"13,1","22,8","20,3",-,23.3,40.6,36.1,B/L,Susu,Olahan
1061,JP004,Kwark (Quark),"3,0","19,0","17,0",-,7.7,48.7,43.6,B/L/D,Susu,Olahan
1063,JP006,Susu bubuk,"36,2","24,6","30,0",-,39.9,27.1,33.0,B,Susu,Olahan
1064,JP007,Susu kental manis,"55,0","8,2","10,0",-,75.1,11.2,13.7,B/L/D,Susu,Olahan
1065,JP008,Susu kental tak manis,"9,9","7,0","7,9",-,39.9,28.2,31.9,B/L/D,Susu,Olahan
1067,JP010,"Susu skim, segar","5,1","3,5","0,1",-,58.6,40.2,1.1,B/L/D,Susu,Olahan
1068,JP011,"Yoghurt, segar","4,0","3,3","2,5",-,40.8,33.7,25.5,B,Susu,Olahan
1069,JR001,"Kepala susu - krim, segar","4,0","2,6","20,0",-,15.0,9.8,75.2,B/L/D,Susu,Tunggal
1070,JR002,Susu ibu - ASI,"7,0","1,5","3,2",-,59.8,12.8,27.4,B/L/D,Susu,Tunggal
1071,JR003,"Susu kambing, segar","6,6","4,3","2,3",-,50.0,32.6,17.4,L/D,Susu,Tunggal
1072,JR004,"Susu kerbau, segar","7,1","6,3","12,0",-,28.0,24.8,47.2,B/L/D,Susu,Tunggal
1073,JR005,"Susu kuda, segar","5,4","2,0","1,1",-,63.5,23.5,12.9,B/L/D,Susu,Tunggal
1074,JR006,"Susu sapi, segar","4,3","3,2","3,5",-,39.1,29.1,31.8,L/D,Susu,Tunggal
1075,KP001,Margarin,"0,4","0,6","81,0",-,0.5,0.7,98.8,B/L/D,Lemak,Olahan
1077,KP003,Santan (dengan air),"7,6","2,0","10,0","1,4",38.8,10.2,51.0,B/L/D,Lemak,Olahan
1078,KP004,Santan murni,"5,6","4,2","34,3",-,12.7,9.5,77.8,B/L/D,Lemak,Olahan
1079,KR001,"Kelapa setengah tua, daging, segar","10,0","4,0","15,0","2,4",34.5,13.8,51.7,L/D,Lemak,Tunggal
1080,KR002,"Kelapa tua, daging, segar","14,0","3,4","34,7","4,7",26.9,6.5,66.6,L/D,Lemak,Tunggal
1081,KR003,Lemak babi (lard),-,-,"100,0",-,0.0,0.0,100.0,L/D,Lemak,Tunggal
1082,KR004,Lemak babi (bacon),"1,1","9,1","65,0",-,1.5,12.1,86.4,L/D,Lemak,Tunggal
1083,KR005,Lemak ikan,"14,4","12,0","29,4",-,25.8,21.5,52.7,L/D,Lemak,Tunggal
1084,KR006,Lemak kerbau (lemak sapi),-,"1,5","90,0",-,0.0,1.6,98.4,L/D,Lemak,Tunggal
1085,KR007,"Minyak hiu, hati",-,-,"100,0",-,0.0,0.0,100.0,L/D,Lemak,Tunggal
1086,KR008,Minyak ikan,-,-,"100,0",-,0.0,0.0,100.0,L/D,Lemak,Tunggal
1087,KR009,Minyak kacang tanah,-,-,"100,0",-,0.0,0.0,100.0,B/L/D,Lemak,Tunggal
1088,KR010,Minyak kedelai,-,-,"99,9",-,0.0,0.0,100.0,L/D,Lemak,Tunggal
1089,KR011,Minyak kelapa,-,"1,0","98,0",-,0.0,1.0,99.0,B/L/D,Lemak,Tunggal
1090,KR012,Minyak kelapa sawit,-,-,"100,0",-,0.0,0.0,100.0,L/D,Lemak,Tunggal
1091,KR013,Minyak wijen,-,"0,2","99,7",-,0.0,0.2,99.8,B/L/D,Lemak,Tunggal
1092,KR014,Minyak Zaitun,-,-,"100,0",-,0.0,0.0,100.0,B/L/D,Lemak,Tunggal
1093,MP001,"Coklat manis, batang","62,7","2,0","29,8","6,5",66.3,2.1,31.5,B/L/D,Gula,Olahan
1094,MP002,"Coklat pahit,batang","29,2","5,5","42,6","10,8",37.8,7.1,55.1,B/L/D,Gula,Olahan
1095,MP003,"Coklat susu, batang","53,6","9,0","35,0","3,4",54.9,9.2,35.9,B/L/D,Gula,Olahan
1097,MP005,Gula aren,"92,0",-,-,-,100.0,0.0,0.0,B/L/D,Gula,Olahan
1098,MP006,Gula kelapa,"76,0","3,0","10,0",-,85.4,3.4,11.2,B/L/D,Gula,Olahan
1099,MP007,Gula putih,"94,0",-,-,-,100.0,0.0,0.0,B/L/D,Gula,Olahan
1100,MP008,"Jam, selai","64,5","0,5","0,6","1,0",98.3,0.8,0.9,B/L/D,Gula,Olahan
1102,MP010,Madu,"79,5","0,3",-,"0,2",99.6,0.4,0.0,B/L/D,Gula,Olahan
1103,MP011,Markisa squash,"49,6","2,5","1,0",-,93.4,4.7,1.9,B/L/D,Gula,Olahan
1104,MP012,"Markisa squash, BD","23,7","1,2","0,5",-,93.3,4.7,2.0,B/L/D,Gula,Olahan
1105,MP013,Melase,"71,0",-,"0,1",-,99.9,0.0,0.1,B/L/D,Gula,Olahan
1111,NP001,Balichong,"22,9","13,2","0,8","1,5",62.1,35.8,2.2,B/L/D,Bumbu,Olahan
1112,NP002,Bekasam,"6,1","11,9","4,9","3,5",26.6,52.0,21.4,B/L/D,Bumbu,Olahan
1113,NP003,Bekasang,"3,6","11,4","2,0","0,4",21.2,67.1,11.8,B/L/D,Bumbu,Olahan
1114,NP004,Cuka,"5,0","0,1","0,1",-,96.2,1.9,1.9,B/L/D,Bumbu,Olahan
1115,NP005,Kecap,"9,0","5,7","1,3",-,56.2,35.6,8.1,B/L/D,Bumbu,Olahan
1116,NP006,Petis ikan,"20,8","20,0","0,2",-,50.7,48.8,0.5,L/D,Bumbu,Olahan
1117,NP007,Petis udang kering,"59,3","23,8","1,4",-,70.2,28.2,1.7,L/D,Bumbu,Olahan
1118,NP008,Petis udang pasta,"38,0","15,0","0,9","2,3",70.5,27.8,1.7,L/D,Bumbu,Olahan
1119,NP009,Saos tomat,"24,5","2,0","0,4","0,9",91.1,7.4,1.5,B/L/D,Bumbu,Olahan
1120,NP010,Tempoya,"21,9","1,7","1,3","2,6",88.0,6.8,5.2,B/L/D,Bumbu,Olahan
1121,NP011,Terasi,"9,9","22,3","2,9","2,7",28.2,63.5,8.3,B/L/D,Bumbu,Olahan
1122,NP012,Terasi dobo,"6,6","33,1","3,6","1,6",15.2,76.4,8.3,B/L/D,Bumbu,Olahan
1123,NP013,Terasi merah,"5,6","30,0","3,5","2,2",14.3,76.7,9.0,B/L/D,Bumbu,Olahan
1124,NR001,"Asam arang coklat, segar","30,9","0,5","1,1","1,5",95.1,1.5,3.4,B/L/D,Bumbu,Tunggal
1125,NR002,"Asam arang merah, segar","20,3","0,8","1,6","2,8",89.4,3.5,7.0,B/L/D,Bumbu,Tunggal
1126,NR003,"Asam kandis, kering","63,3","0,9","1,6","5,0",96.2,1.4,2.4,B/L/D,Bumbu,Tunggal
1127,NR004,"Asam kandis, segar","16,1","0,2","1,1","3,4",92.5,1.1,6.3,B/L/D,Bumbu,Tunggal
1128,NR005,"Asam masak pohon, segar","62,5","2,8","0,6","1,2",94.8,4.2,0.9,B/L/D,Bumbu,Tunggal
1129,NR006,"Asam payak, segar","32,1","0,8","0,4","10,0",96.4,2.4,1.2,B/L/D,Bumbu,Tunggal
1130,NR007,"Bawang merah, segar","9,2","1,5","0,3","1,7",83.6,13.6,2.7,B/L/D,Bumbu,Tunggal
1131,NR008,"Bawang putih, segar","23,1","4,5","0,2","0,6",83.1,16.2,0.7,B/L/D,Bumbu,Tunggal
1132,NR009,"Boros kunci, segar","7,2","1,0","0,8","1,0",80.0,11.1,8.9,B/L/D,Bumbu,Tunggal
1133,NR010,"Boros laja (lengkuas), segar","4,7","1,0","0,3","1,1",78.3,16.7,5.0,B/L/D,Bumbu,Tunggal
1134,NR011,"Cabai gembor merah, segar","6,3","1,6","0,8","1,6",72.4,18.4,9.2,B/L/D,Bumbu,Tunggal
1135,NR012,"Cabai hijau, segar","5,2","0,7","0,3","2,6",83.9,11.3,4.8,B/L/D,Bumbu,Tunggal
1136,NR013,"Cabai merah, kering","61,8","15,9","6,2","26,9",73.7,19.0,7.4,B/L/D,Bumbu,Tunggal
1137,NR014,"Cabai merah, segar","7,3","1,0","0,3","1,4",84.9,11.6,3.5,B/L/D,Bumbu,Tunggal
1138,NR015,"Cabai rawit, segar","19,9","4,7","2,4","15,2",73.7,17.4,8.9,B/L/D,Bumbu,Tunggal
1139,NR016,"Cengkeh, kering","57,4","5,2","8,9","10,0",80.3,7.3,12.4,B/L/D,Bumbu,Tunggal
1141,NR018,"Jahe, segar","10,1","1,5","1,0","12,0",80.2,11.9,7.9,B/L/D,Bumbu,Tunggal
1142,NR019,Kemiri,"8,0","19,0","63,0","3,0",8.9,21.1,70.0,B/L/D,Bumbu,Tunggal
1143,NR020,"Ketumbar, kering","54,2","14,1","16,1","12,3",64.2,16.7,19.1,B/L/D,Bumbu,Tunggal
1144,NR021,Kluwek,"13,5","10,0","24,0",-,28.4,21.1,50.5,B/L/D,Bumbu,Tunggal
1145,NR022,"Kunyit, segar","9,1","2,0","2,7","0,6",65.9,14.5,19.6,B/L/D,Bumbu,Tunggal
1146,NR023,"Merica, kering","64,4","11,5","6,8","1,0",77.9,13.9,8.2,B/L/D,Bumbu,Tunggal
1147,NR024,"Pala, biji, kering","40,1","7,5","36,4","3,5",47.7,8.9,43.3,B/L/D,Bumbu,Tunggal
1148,QR001,"Kelapa muda, air, segar","3,8","0,2","0,1",-,92.7,4.9,2.4,B/L/D,Minuman,Tunggal
